32,3.0,0.0,34.0,0.0,14.0
34,5.0,1.0,32.0,0.0,10.0
30,7.0,2.0,40.0,0.0,4.0
37,3.0,0.0,18.0,0.0,12.0
38,7.0,1.0,34.0,0.0,6.0
37,7.0,2.0,31.0,0.0,9.0
31,7.0,0.0,38.0,0.0,7.0
35,6.0,1.0,28.0,0.0,16.0
30,10.0,1.0,44.0,1.0,7.0
34,6.0,0.0,59.0,0.0,6.0
31,7.0,2.0,31.0,0.0,9.0
39,3.0,1.0,33.0,0.0,5.0
33,9.0,1.0,28.0,0.0,14.0
30,8.0,1.0,24.0,0.0,20.0
31,3.0,0.0,33.0,0.0,9.0
39,2.0,1.0,20.0,0.0,11.0
36,3.0,1.0,23.0,0.0,11.0
34,4.0,0.0,23.0,0.0,12.0
35,8.0,0.0,38.0,1.0,13.0
36,8.0,0.0,59.0,0.0,6.0
36,3.0,2.0,23.0,0.0,16.0
34,5.0,2.0,52.0,0.0,0.0
31,5.0,0.0,38.0,0.0,10.0
39,9.0,0.0,33.0,0.0,12.0
30,7.0,0.0,38.0,0.0,8.0
35,4.0,1.0,30.0,0.0,8.0
30,8.0,1.0,40.0,0.0,8.0
35,4.0,0.0,18.0,0.0,11.0
31,13.0,0.0,53.0,0.0,6.0
39,4.0,1.0,30.0,0.0,16.0
34,4.0,1.0,46.0,0.0,1.0
34,4.0,1.0,31.0,0.0,7.0
37,7.0,2.0,40.0,0.0,4.0
33,3.0,1.0,23.0,0.0,11.0
37,5.0,1.0,43.0,0.0,7.0
35,5.0,0.0,21.0,0.0,6.0
35,4.0,1.0,31.0,0.0,7.0
30,4.0,0.0,29.0,1.0,14.0
36,2.0,0.0,29.0,0.0,16.0
31,4.0,1.0,21.0,0.0,16.0
32,7.0,2.0,37.0,0.0,10.0
33,3.0,2.0,25.0,0.0,13.0
33,5.0,0.0,43.0,0.0,5.0
33,4.0,0.0,23.0,0.0,12.0
35,3.0,1.0,38.0,0.0,12.0
30,4.0,0.0,41.0,0.0,11.0
37,4.0,1.0,44.0,0.0,8.0
37,7.0,1.0,47.0,0.0,5.0
34,5.0,1.0,39.0,0.0,18.0
35,4.0,1.0,25.0,0.0,17.0
34,9.0,0.0,29.0,0.0,12.0
30,10.0,1.0,61.0,0.0,4.0
36,8.0,0.0,34.0,1.0,17.0
30,9.0,0.0,33.0,0.0,12.0
36,5.0,0.0,29.0,0.0,8.0
31,7.0,2.0,26.0,0.0,11.0
33,5.0,2.0,43.0,3.0,7.0
35,9.0,1.0,29.0,1.0,16.0
36,10.0,0.0,36.0,0.0,7.0
31,5.0,2.0,43.0,3.0,7.0
31,4.0,0.0,37.0,0.0,8.0
39,4.0,0.0,16.0,0.0,32.0
35,2.0,2.0,22.0,0.0,13.0
37,6.0,0.0,59.0,0.0,6.0
30,9.0,0.0,33.0,0.0,12.0
32,3.0,1.0,23.0,0.0,11.0
33,2.0,2.0,18.0,0.0,9.0
31,4.0,1.0,21.0,0.0,28.0
31,9.0,1.0,29.0,1.0,16.0
31,4.0,0.0,28.0,0.0,15.0
37,4.0,3.0,45.0,0.0,3.0
39,10.0,1.0,61.0,0.0,4.0
35,3.0,1.0,25.0,0.0,12.0
39,5.0,1.0,28.0,0.0,7.0
31,4.0,0.0,28.0,0.0,10.0
31,2.0,0.0,28.0,0.0,11.0
31,6.0,0.0,59.0,0.0,6.0
39,4.0,1.0,39.0,0.0,11.0
30,5.0,1.0,24.0,0.0,10.0
38,6.0,1.0,50.0,0.0,5.0
35,4.0,1.0,22.0,0.0,23.0
39,1.0,1.0,14.0,0.0,28.0
35,5.0,1.0,28.0,0.0,7.0
39,5.0,0.0,33.0,0.0,9.0
31,5.0,0.0,21.0,0.0,18.0
37,13.0,4.0,37.0,3.0,9.0
38,3.0,0.0,34.0,0.0,14.0
37,1.0,1.0,22.0,0.0,12.0
38,4.0,0.0,29.0,1.0,14.0
39,4.0,0.0,39.0,0.0,12.0
37,3.0,1.0,23.0,0.0,11.0
34,9.0,2.0,33.0,0.0,19.0
36,4.0,1.0,30.0,0.0,16.0
30,3.0,1.0,17.0,0.0,19.0
31,5.0,1.0,39.0,0.0,18.0
30,5.0,0.0,21.0,0.0,18.0
39,6.0,0.0,39.0,0.0,5.0
33,9.0,0.0,28.0,0.0,6.0
39,2.0,1.0,31.0,2.0,14.0
31,5.0,0.0,25.0,1.0,9.0
