101.0,18.0,27.0,0.0,0.0,1.0,1.0
87.0,22.0,29.0,1.0,0.0,1.0,1.0
143.0,27.0,15.0,1.0,0.0,1.0,1.0
163.0,27.0,23.0,1.0,0.0,1.0,1.0
122.0,16.0,17.0,0.0,0.0,1.0,1.0
122.0,18.0,27.0,0.0,0.0,1.0,1.0
113.0,14.0,17.0,1.0,0.0,1.0,1.0
89.0,22.0,29.0,1.0,0.0,1.0,1.0
141.0,22.0,21.0,1.0,1.0,1.0,1.0
108.0,14.0,21.0,1.0,0.0,1.0,1.0
120.0,16.0,16.0,0.0,0.0,1.0,1.0
26.0,4.0,24.0,1.0,0.0,1.0,1.0
123.0,13.0,18.0,0.0,0.0,1.0,1.0
140.0,24.0,22.0,1.0,0.0,1.0,1.0
124.0,30.0,18.0,1.0,0.0,1.0,1.0
107.0,15.0,18.0,1.0,0.0,1.0,1.0
133.0,22.0,22.0,0.0,0.0,1.0,1.0
136.0,23.0,14.0,0.0,0.0,1.0,1.0
121.0,20.0,26.0,2.0,0.0,1.0,1.0
114.0,18.0,25.0,1.0,0.0,1.0,1.0
136.0,25.0,26.0,0.0,0.0,1.0,1.0
142.0,22.0,20.0,1.0,0.0,1.0,1.0
156.0,30.0,14.0,0.0,0.0,1.0,1.0
100.0,17.0,26.0,1.0,0.0,1.0,1.0
146.0,17.0,21.0,0.0,0.0,1.0,1.0
167.0,23.0,14.0,0.0,0.0,1.0,1.0
126.0,22.0,28.0,3.0,1.0,1.0,1.0
113.0,23.0,19.0,0.0,0.0,1.0,1.0
150.0,21.0,19.0,3.0,1.0,1.0,1.0
105.0,21.0,18.0,0.0,0.0,1.0,1.0
115.0,19.0,24.0,0.0,0.0,1.0,1.0
137.0,19.0,23.0,0.0,0.0,1.0,1.0
109.0,13.0,30.0,2.0,0.0,1.0,1.0
130.0,22.0,23.0,2.0,0.0,1.0,1.0
126.0,19.0,22.0,1.0,1.0,1.0,1.0
122.0,17.0,10.0,1.0,0.0,1.0,1.0
123.0,18.0,32.0,1.0,0.0,1.0,1.0
129.0,20.0,20.0,1.0,0.0,1.0,1.0
122.0,22.0,18.0,2.0,0.0,1.0,1.0
110.0,20.0,19.0,0.0,0.0,1.0,1.0
113.0,23.0,34.0,0.0,0.0,1.0,1.0
137.0,27.0,22.0,2.0,1.0,1.0,1.0
171.0,24.0,18.0,0.0,0.0,1.0,1.0
132.0,24.0,16.0,0.0,0.0,1.0,1.0
165.0,31.0,11.0,0.0,0.0,1.0,1.0
140.0,25.0,17.0,0.0,0.0,1.0,1.0
134.0,23.0,10.0,0.0,0.0,1.0,1.0
153.0,20.0,17.0,0.0,0.0,1.0,1.0
123.0,21.0,20.0,3.0,2.0,1.0,1.0
158.0,29.0,18.0,2.0,0.0,1.0,1.0
147.0,27.0,22.0,0.0,0.0,1.0,1.0
153.0,19.0,13.0,0.0,0.0,1.0,1.0
150.0,26.0,22.0,0.0,0.0,1.0,1.0
137.0,26.0,19.0,2.0,0.0,1.0,1.0
139.0,28.0,23.0,1.0,0.0,1.0,1.0
117.0,17.0,28.0,0.0,0.0,1.0,1.0
129.0,17.0,19.0,2.0,1.0,1.0,1.0
124.0,19.0,21.0,0.0,0.0,1.0,1.0
146.0,23.0,24.0,1.0,0.0,1.0,1.0
182.0,30.0,14.0,0.0,0.0,1.0,1.0
