132.0,19.0,11.0,0.0,0.0,1.0,1.0
105.0,14.0,13.0,2.0,0.0,1.0,1.0
83.0,6.0,18.0,0.0,0.0,1.0,1.0
86.0,7.0,12.0,0.0,0.0,1.0,1.0
85.0,10.0,27.0,1.0,0.0,1.0,1.0
96.0,10.0,23.0,0.0,0.0,1.0,1.0
102.0,16.0,17.0,2.0,0.0,1.0,1.0
104.0,13.0,28.0,1.0,0.0,0.0,1.0
97.0,18.0,22.0,0.0,0.0,1.0,1.0
87.0,13.0,36.0,0.0,0.0,1.0,1.0
91.0,9.0,21.0,2.0,1.0,1.0,1.0
107.0,15.0,28.0,0.0,0.0,1.0,1.0
101.0,15.0,18.0,2.0,0.0,1.0,1.0
82.0,15.0,32.0,1.0,0.0,1.0,1.0
77.0,6.0,13.0,1.0,0.0,1.0,1.0
49.0,7.0,23.0,2.0,0.0,1.0,1.0
98.0,21.0,18.0,1.0,0.0,1.0,1.0
116.0,18.0,18.0,1.0,0.0,1.0,1.0
111.0,18.0,16.0,1.0,0.0,1.0,1.0
89.0,16.0,15.0,1.0,0.0,1.0,1.0
97.0,20.0,29.0,0.0,0.0,1.0,1.0
99.0,16.0,21.0,1.0,0.0,1.0,1.0
100.0,19.0,16.0,0.0,0.0,1.0,1.0
100.0,20.0,21.0,0.0,0.0,1.0,1.0
106.0,22.0,15.0,0.0,0.0,1.0,1.0
85.0,22.0,32.0,1.0,0.0,1.0,1.0
107.0,15.0,17.0,0.0,0.0,1.0,1.0
121.0,23.0,18.0,1.0,0.0,1.0,1.0
94.0,20.0,23.0,0.0,0.0,1.0,1.0
90.0,15.0,19.0,2.0,0.0,1.0,1.0
86.0,21.0,14.0,2.0,1.0,1.0,1.0
75.0,11.0,13.0,1.0,0.0,1.0,1.0
73.0,17.0,31.0,0.0,0.0,1.0,1.0
87.0,14.0,29.0,0.0,0.0,1.0,1.0
78.0,14.0,13.0,1.0,0.0,1.0,1.0
87.0,12.0,13.0,1.0,0.0,1.0,1.0
92.0,17.0,28.0,0.0,0.0,1.0,1.0
103.0,16.0,18.0,2.0,0.0,1.0,1.0
153.0,26.0,8.0,0.0,0.0,1.0,1.0
107.0,20.0,23.0,0.0,0.0,1.0,1.0
101.0,20.0,19.0,0.0,0.0,1.0,1.0
14.0,2.0,74.0,1.0,0.0,1.0,1.0
73.0,9.0,21.0,0.0,0.0,1.0,1.0
123.0,19.0,11.0,2.0,0.0,1.0,1.0
123.0,28.0,9.0,0.0,0.0,1.0,1.0
89.0,13.0,21.0,3.0,0.0,1.0,1.0
88.0,14.0,26.0,0.0,0.0,1.0,1.0
85.0,11.0,26.0,1.0,0.0,1.0,1.0
83.0,25.0,25.0,0.0,0.0,1.0,1.0
103.0,19.0,12.0,0.0,0.0,1.0,1.0
105.0,26.0,16.0,1.0,0.0,1.0,1.0
121.0,19.0,15.0,0.0,0.0,1.0,1.0
101.0,16.0,16.0,0.0,0.0,1.0,1.0
106.0,21.0,30.0,1.0,0.0,1.0,1.0
112.0,19.0,13.0,3.0,2.0,1.0,1.0
107.0,16.0,16.0,0.0,0.0,1.0,1.0
85.0,18.0,24.0,0.0,0.0,1.0,1.0
59.0,13.0,29.0,1.0,0.0,1.0,1.0
103.0,24.0,10.0,0.0,0.0,1.0,1.0
