115.0,14.0,17.0,0.0,0.0,1.0,1.0
112.0,13.0,31.0,0.0,0.0,1.0,1.0
136.0,23.0,14.0,0.0,0.0,1.0,1.0
14.0,8.0,50.0,2.0,0.0,1.0,1.0
128.0,16.0,14.0,3.0,0.0,1.0,1.0
135.0,17.0,22.0,1.0,0.0,1.0,1.0
105.0,15.0,35.0,0.0,0.0,1.0,1.0
19.0,4.0,27.0,0.0,0.0,1.0,1.0
113.0,22.0,40.0,0.0,1.0,1.0,1.0
125.0,19.0,15.0,0.0,0.0,1.0,1.0
122.0,26.0,25.0,0.0,0.0,1.0,1.0
161.0,22.0,14.0,1.0,0.0,1.0,1.0
100.0,17.0,27.0,1.0,2.0,1.0,1.0
19.0,2.0,16.0,0.0,0.0,1.0,1.0
106.0,16.0,19.0,4.0,0.0,1.0,1.0
132.0,21.0,13.0,0.0,0.0,1.0,1.0
100.0,17.0,41.0,0.0,0.0,1.0,1.0
133.0,16.0,13.0,0.0,0.0,1.0,1.0
114.0,10.0,22.0,1.0,0.0,1.0,1.0
133.0,22.0,10.0,0.0,0.0,1.0,1.0
74.0,13.0,24.0,0.0,0.0,1.0,1.0
66.0,9.0,20.0,0.0,0.0,1.0,1.0
60.0,8.0,13.0,0.0,0.0,1.0,1.0
74.0,16.0,16.0,2.0,0.0,1.0,1.0
97.0,13.0,31.0,0.0,0.0,1.0,1.0
116.0,20.0,12.0,0.0,0.0,1.0,1.0
61.0,13.0,36.0,1.0,0.0,1.0,1.0
102.0,15.0,10.0,0.0,0.0,1.0,1.0
98.0,21.0,14.0,0.0,0.0,1.0,1.0
133.0,21.0,26.0,0.0,0.0,1.0,1.0
92.0,14.0,18.0,1.0,0.0,1.0,1.0
113.0,18.0,17.0,1.0,0.0,1.0,1.0
93.0,18.0,27.0,0.0,0.0,1.0,1.0
100.0,15.0,25.0,0.0,0.0,1.0,1.0
78.0,19.0,35.0,1.0,0.0,1.0,1.0
69.0,14.0,42.0,0.0,0.0,1.0,1.0
127.0,21.0,13.0,1.0,1.0,1.0,1.0
90.0,18.0,20.0,0.0,0.0,1.0,1.0
22.0,2.0,21.0,0.0,0.0,1.0,1.0
75.0,7.0,22.0,1.0,0.0,1.0,1.0
94.0,14.0,14.0,0.0,0.0,1.0,1.0
99.0,23.0,22.0,1.0,0.0,1.0,1.0
71.0,11.0,25.0,0.0,0.0,1.0,1.0
100.0,13.0,26.0,1.0,0.0,1.0,1.0
121.0,12.0,12.0,1.0,0.0,1.0,1.0
13.0,3.0,29.0,1.0,0.0,1.0,1.0
145.0,23.0,20.0,0.0,0.0,1.0,1.0
118.0,17.0,17.0,1.0,1.0,1.0,1.0
22.0,3.0,29.0,1.0,1.0,1.0,1.0
